Fund Holdings as of,"09/Jan/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"002223","JIANGSU YUYUE MEDICAL EQUIPMENT &","Health Care","Equity","1,071,075.28","0.00","1,071,075.28","185,067.00","5.79","China","Shenzhen Stock Exchange","CNY"
"PHX","PHOENIX GROUP PLC","Information Technology","Equity","1,071,729.65","0.00","1,071,729.65","3,936,463.00","0.27","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"RALLIS","RALLIS INDIA LTD","Materials","Equity","1,066,776.20","0.00","1,066,776.20","380,708.00","2.80","India","National Stock Exchange Of India","INR"
"2486","I-CHIUN PRECISION INDUSTRY LTD","Information Technology","Equity","1,068,461.23","0.00","1,068,461.23","371,000.00","2.88","Taiwan","Taiwan Stock Exchange","TWD"
"SPACE42","SPACE42 PLC","Communication","Equity","1,068,574.34","0.00","1,068,574.34","2,599,254.00","0.41","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"WABAG","VA TECH WABAG LTD","Utilities","Equity","1,064,221.69","0.00","1,064,221.69","80,043.00","13.30","India","National Stock Exchange Of India","INR"
"VARROC","VARROC ENGINEERING LTD","Consumer Discretionary","Equity","1,064,395.47","0.00","1,064,395.47","164,899.00","6.45","India","National Stock Exchange Of India","INR"
"SPRC.R","STAR PETROLEUM REFINING PCL NON-VO","Energy","Equity","1,064,846.33","0.00","1,064,846.33","5,032,800.00","0.21","Thailand","Stock Exchange Of Thailand","THB"
"GMAT3","GRUPO MATEUS SA","Consumer Staples","Equity","1,065,544.24","0.00","1,065,544.24","1,282,161.00","0.83","Brazil","XBSP","BRL"
"TRGYO.E","TORUNLAR GAYRIMENKUL YATIRIM ORTAK","Real Estate","Equity","1,061,149.22","0.00","1,061,149.22","580,959.00","1.83","Turkey","Istanbul Stock Exchange","TRY"
"603568","ZHEJIANG WEIMING ENVIRONMENT PROTE","Industrials","Equity","1,056,777.72","0.00","1,056,777.72","288,100.00","3.67","China","Shanghai Stock Exchange","CNY"
"SHAKTIPUMP","SHAKTI PUMPS INDIA LTD","Industrials","Equity","1,056,855.18","0.00","1,056,855.18","139,081.00","7.60","India","National Stock Exchange Of India","INR"
"BANCOINDIA","BANCO PRODUCTS INDIA LTD","Consumer Discretionary","Equity","1,058,176.87","0.00","1,058,176.87","142,766.00","7.41","India","National Stock Exchange Of India","INR"
"ARCLK.E","ARCELIK A","Consumer Discretionary","Equity","1,052,229.70","0.00","1,052,229.70","415,703.00","2.53","Turkey","Istanbul Stock Exchange","TRY"
"195940","HK INNO.N CORP","Health Care","Equity","1,052,716.18","0.00","1,052,716.18","28,479.00","36.96","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"5009","GLORIA MATERIAL TECHNOLOGY CORP","Materials","Equity","1,054,289.10","0.00","1,054,289.10","1,023,000.00","1.03","Taiwan","Gretai Securities Market","TWD"
"SUDARSCHEM","SUDARSHAN CHEMICAL INDUSTRIES LTD","Materials","Equity","1,049,121.45","0.00","1,049,121.45","100,381.00","10.45","India","National Stock Exchange Of India","INR"
"ABCB4","BANCO ABC BRASIL PREF SA","Financials","Equity","1,049,581.42","0.00","1,049,581.42","235,054.00","4.47","Brazil","XBSP","BRL"
"6269","FLEXIUM INTERCONNECT INC","Information Technology","Equity","1,049,742.35","0.00","1,049,742.35","586,678.00","1.79","Taiwan","Taiwan Stock Exchange","TWD"
"HONASA","HONASA CONSUMER LTD","Consumer Staples","Equity","1,050,586.78","0.00","1,050,586.78","326,192.00","3.22","India","National Stock Exchange Of India","INR"
"2877","CHINA SHINEWAY PHARMACEUTICAL LTD","Health Care","Equity","1,045,887.36","0.00","1,045,887.36","873,826.00","1.20","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3013","CHENMING ELECTRONIC TECHNOLOGY COR","Information Technology","Equity","1,046,328.93","0.00","1,046,328.93","268,000.00","3.90","Taiwan","Taiwan Stock Exchange","TWD"
"TTW.R","TTW PUBLIC COMPANY LIMITED NON-VOT","Utilities","Equity","1,048,280.62","0.00","1,048,280.62","3,620,600.00","0.29","Thailand","Stock Exchange Of Thailand","THB"
"TEXRAIL","TEXMACO RAIL AND ENGINEERING LTD","Industrials","Equity","1,042,123.85","0.00","1,042,123.85","742,850.00","1.40","India","National Stock Exchange Of India","INR"
"PLANB.R","PLAN B MEDIA PCL NON-VOTING DR","Communication","Equity","1,042,280.62","0.00","1,042,280.62","9,359,680.00","0.11","Thailand","Stock Exchange Of Thailand","THB"
"500245","KIRLOSKAR FERROUS INDUSTRIES LTD","Materials","Equity","1,042,356.30","0.00","1,042,356.30","197,882.00","5.27","India","Bse Ltd","INR"
"AZAD","AZAD ENGINEERING LTD","Industrials","Equity","1,042,406.48","0.00","1,042,406.48","60,095.00","17.35","India","National Stock Exchange Of India","INR"
"600803","ENN NATURAL GAS LTD A","Utilities","Equity","1,043,800.02","0.00","1,043,800.02","365,600.00","2.86","China","Shanghai Stock Exchange","CNY"
"811","XINHUA WINSHARE PUBLISHING AND MED","Communication","Equity","1,044,835.86","0.00","1,044,835.86","772,000.00","1.35","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"323","MAANSHAN IRON AND STEEL LTD H","Materials","Equity","1,040,548.55","0.00","1,040,548.55","3,206,000.00","0.32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"002939","CHINA GREATWALL SECURITIES LTD A","Financials","Equity","1,040,729.03","0.00","1,040,729.03","706,000.00","1.47","China","Shenzhen Stock Exchange","CNY"
"AKZOINDIA","AKZO NOBEL INDIA LTD","Materials","Equity","1,041,192.35","0.00","1,041,192.35","29,956.00","34.76","India","National Stock Exchange Of India","INR"
"003090","DAEWOONG LTD","Health Care","Equity","1,041,315.71","0.00","1,041,315.71","70,623.00","14.74","Korea (South)","Korea Exchange (Stock Market)","KRW"
"SHAILY","SHAILY ENGINEERING PLASTICS LTD","Industrials","Equity","1,035,800.24","0.00","1,035,800.24","41,997.00","24.66","India","National Stock Exchange Of India","INR"
"ANUP","THE ANUP ENGINEERING LTD","Industrials","Equity","1,036,843.48","0.00","1,036,843.48","43,209.00","24.00","India","National Stock Exchange Of India","INR"
"RITES","RITES LTD","Industrials","Equity","1,033,413.97","0.00","1,033,413.97","401,196.00","2.58","India","National Stock Exchange Of India","INR"
"BSDE","BUMI SERPONG DAMAI","Real Estate","Equity","1,033,492.56","0.00","1,033,492.56","18,276,500.00","0.06","Indonesia","Indonesia Stock Exchange","IDR"
"601696","BOC INTERNATIONAL (CHINA) LTD A","Financials","Equity","1,029,799.31","0.00","1,029,799.31","483,600.00","2.13","China","Shanghai Stock Exchange","CNY"
"298050","HS HYOSUNG ADVANCED MATERIALS CORP","Materials","Equity","1,030,807.67","0.00","1,030,807.67","8,218.00","125.43","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AZNOULA","SHAMAL AZ ZOUR AL OULA KSC","Utilities","Equity","1,024,205.17","0.00","1,024,205.17","2,142,470.00","0.48","Kuwait","Kuwait Stock Exchange","KWD"
"107","SICHUAN EXPRESS LTD H","Industrials","Equity","1,025,310.77","0.00","1,025,310.77","1,508,000.00","0.68","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"462870","SHIFT UP CORP","Communication","Equity","1,025,786.24","0.00","1,025,786.24","44,716.00","22.94","Korea (South)","Korea Exchange (Stock Market)","KRW"
"-","KWALITY WALLS INDIA LTD","Consumer Staples","Equity","1,026,581.78","0.00","1,026,581.78","2,302,531.00","0.45","India","National Stock Exchange Of India","INR"
"900925","SHANGHAI MECHANICAL & ELECTRICAL I","Industrials","Equity","1,021,524.51","0.00","1,021,524.51","625,168.00","1.63","China","Shanghai Stock Exchange","USD"
"AGTHIA","AGTHIA GROUP","Consumer Staples","Equity","1,022,012.92","0.00","1,022,012.92","1,028,453.00","0.99","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"293490","KAKAO GAMES CORP","Communication","Equity","1,022,591.09","0.00","1,022,591.09","103,548.00","9.88","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"601688","HUATAI SECURITIES LTD A","Financials","Equity","1,023,675.20","0.00","1,023,675.20","298,069.00","3.43","China","Shanghai Stock Exchange","CNY"
"3010","ARABIAN CEMENT","Materials","Equity","1,018,765.02","0.00","1,018,765.02","177,779.00","5.73","Saudi Arabia","Saudi Stock Exchange","SAR"
"3014","INTEGRATED TECHNOLOGY EXPRESS INC","Information Technology","Equity","1,014,304.91","0.00","1,014,304.91","279,000.00","3.64","Taiwan","Taiwan Stock Exchange","TWD"
"HAPSENG","HAP SENG CONSOLIDATED","Industrials","Equity","1,014,345.40","0.00","1,014,345.40","1,434,700.00","0.71","Malaysia","Bursa Malaysia","MYR"
"603806","HANGZHOU FIRST APPLIED MATERIAL LT","Information Technology","Equity","1,015,938.93","0.00","1,015,938.93","503,182.00","2.02","China","Shanghai Stock Exchange","CNY"
"CONCORDBIO","CONCORD BIOTECH LTD","Health Care","Equity","1,016,465.42","0.00","1,016,465.42","69,421.00","14.64","India","National Stock Exchange Of India","INR"
"2362","CLEVO","Information Technology","Equity","1,016,615.82","0.00","1,016,615.82","853,000.00","1.19","Taiwan","Taiwan Stock Exchange","TWD"
"4536","TOPKEY CORP","Consumer Discretionary","Equity","1,008,899.08","0.00","1,008,899.08","197,000.00","5.12","Taiwan","Taiwan Stock Exchange","TWD"
"3306","JNBY DESIGN LTD","Consumer Discretionary","Equity","1,009,319.52","0.00","1,009,319.52","399,378.00","2.53","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1302","BAWAN CO","Industrials","Equity","1,009,577.14","0.00","1,009,577.14","79,073.00","12.77","Saudi Arabia","Saudi Stock Exchange","SAR"
"SCC","SEMIRARA MINING AND POWER","Energy","Equity","999,852.33","0.00","999,852.33","1,942,500.00","0.51","Philippines","Philippine Stock Exchange Inc.","PHP"
"HCC","HINDUSTAN CONSTRUCTION COMPANY LTD","Industrials","Equity","1,000,292.91","0.00","1,000,292.91","4,963,754.00","0.20","India","National Stock Exchange Of India","INR"
"600256","GUANGHUI ENERGY LTD A","Energy","Equity","1,002,768.70","0.00","1,002,768.70","1,395,800.00","0.72","China","Shanghai Stock Exchange","CNY"
"TABGD.E","TAB GIDA SANAYI VE TICARET AS","Consumer Discretionary","Equity","998,070.72","0.00","998,070.72","189,684.00","5.26","Turkey","Istanbul Stock Exchange","TRY"
"3080","EASTERN PROVINCE CEMENT","Materials","Equity","999,457.05","0.00","999,457.05","158,749.00","6.30","Saudi Arabia","Saudi Stock Exchange","SAR"
"2211","EVERGREEN STEEL CORP","Materials","Equity","989,931.24","0.00","989,931.24","307,000.00","3.22","Taiwan","Taiwan Stock Exchange","TWD"
"600839","SICHUAN CHANGHONG ELECTRIC LTD A","Consumer Discretionary","Equity","990,748.89","0.00","990,748.89","731,900.00","1.35","China","Shanghai Stock Exchange","CNY"
"002459","JA SOLAR TECHNOLOGY LTD A","Information Technology","Equity","990,873.73","0.00","990,873.73","586,588.00","1.69","China","Shenzhen Stock Exchange","CNY"
"SCHNEIDER","SCHNEIDER ELECTRIC INFRASTRUCTURE","Industrials","Equity","991,372.60","0.00","991,372.60","138,746.00","7.15","India","National Stock Exchange Of India","INR"
"600027","HUADIAN POWER INTERNATIONAL CORP L","Utilities","Equity","991,480.50","0.00","991,480.50","1,374,600.00","0.72","China","Shanghai Stock Exchange","CNY"
"2070","SAUDI PHARMACEUTICAL INDUST AND ME","Health Care","Equity","992,090.45","0.00","992,090.45","141,785.00","7.00","Saudi Arabia","Saudi Stock Exchange","SAR"
"002129","TCL ZHONGHUAN RENEWABLE ENERGY TEC","Information Technology","Equity","992,221.15","0.00","992,221.15","780,971.00","1.27","China","Shenzhen Stock Exchange","CNY"
"KIRLPNU","KIRLOSKAR PNEUMATIC CO LTD","Industrials","Equity","987,416.28","0.00","987,416.28","84,807.00","11.64","India","National Stock Exchange Of India","INR"
"TVO.R","THAI VEGETABLE OIL NON-VOTING DR P","Consumer Staples","Equity","988,962.37","0.00","988,962.37","1,369,299.00","0.72","Thailand","Stock Exchange Of Thailand","THB"
"BIRLACORPN","BIRLA LTD","Materials","Equity","989,312.39","0.00","989,312.39","84,431.00","11.72","India","National Stock Exchange Of India","INR"
"405","YUEXIU REAL ESTATE INVESTMENT TRUS","Real Estate","Equity","984,312.67","0.00","984,312.67","9,026,842.00","0.11","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3003","CITY CEMENT","Materials","Equity","979,293.35","0.00","979,293.35","286,910.00","3.41","Saudi Arabia","Saudi Stock Exchange","SAR"
"069260","TKG HUCHEMS LTD","Materials","Equity","980,619.61","0.00","980,619.61","77,796.00","12.61","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2204","CHINA MOTOR CORP","Consumer Discretionary","Equity","982,266.53","0.00","982,266.53","537,570.00","1.83","Taiwan","Taiwan Stock Exchange","TWD"
"2520","KINDOM CONSTRUCTION LTD","Real Estate","Equity","977,142.18","0.00","977,142.18","943,800.00","1.04","Taiwan","Taiwan Stock Exchange","TWD"
"SIMH3","SIMPAR SA","Industrials","Equity","977,369.26","0.00","977,369.26","972,764.00","1.00","Brazil","XBSP","BRL"
"909","MING YUAN CLOUD GROUP HOLDINGS LTD","Information Technology","Equity","977,896.37","0.00","977,896.37","2,242,000.00","0.44","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BFIN","BFI FINANCE INDONESIA","Financials","Equity","975,200.42","0.00","975,200.42","22,913,800.00","0.04","Indonesia","Indonesia Stock Exchange","IDR"
"ALARK.E","ALARKO HOLDING A","Industrials","Equity","975,320.25","0.00","975,320.25","415,368.00","2.35","Turkey","Istanbul Stock Exchange","TRY"
"ZAR","ZAR CASH","Cash and/or Derivatives","Cash","971,689.36","0.00","971,689.36","15,998,865.00","6.07","South Africa","-","ZAR"
"600918","ZHONGTAI SECURITIES LTD A","Financials","Equity","969,110.58","0.00","969,110.58","1,010,200.00","0.96","China","Shanghai Stock Exchange","CNY"
"601916","CHINA ZHESHANG BANK LTD A","Financials","Equity","969,116.84","0.00","969,116.84","2,230,456.00","0.43","China","Shanghai Stock Exchange","CNY"
"MANYAVAR","VEDANT FASHIONS LTD","Consumer Discretionary","Equity","970,388.42","0.00","970,388.42","161,893.00","5.99","India","National Stock Exchange Of India","INR"
"LEVE3","MAHLE-METAL LEVE SA","Consumer Discretionary","Equity","970,613.54","0.00","970,613.54","157,018.00","6.18","Brazil","XBSP","BRL"
"PLUS","DIGIPLUS INTERACTIVE CORP","Consumer Discretionary","Equity","961,836.17","0.00","961,836.17","3,496,540.00","0.28","Philippines","Philippine Stock Exchange Inc.","PHP"
"LUMAXTECH","LUMAX AUTO TECHNOLOGIES LTD","Consumer Discretionary","Equity","961,853.10","0.00","961,853.10","56,650.00","16.98","India","National Stock Exchange Of India","INR"
"2392","CHENG UEI PRECISION INDUSTRY LTD","Information Technology","Equity","961,972.65","0.00","961,972.65","818,000.00","1.18","Taiwan","Taiwan Stock Exchange","TWD"
"CZK","CZK CASH","Cash and/or Derivatives","Cash","960,801.25","0.00","960,801.25","20,038,471.00","4.79","Czech Republic","-","CZK"
"VGI.R","VGI NON-VOTING DR PCL","Communication","Equity","958,070.25","0.00","958,070.25","34,218,350.00","0.03","Thailand","Stock Exchange Of Thailand","THB"
"601577","BANK OF CHANGSHA LTD A","Financials","Equity","958,165.23","0.00","958,165.23","704,100.00","1.36","China","Shanghai Stock Exchange","CNY"
"BLUEDART","BLUE DART EXPRESS LTD","Industrials","Equity","960,028.42","0.00","960,028.42","16,067.00","59.75","India","National Stock Exchange Of India","INR"
"688608","BESTECHNIC (SHANGHAI) LTD A","Information Technology","Equity","954,852.74","0.00","954,852.74","28,280.00","33.76","China","Shanghai Stock Exchange","CNY"
"ATT","GRUPA AZOTY SA","Materials","Equity","951,116.17","0.00","951,116.17","176,721.00","5.38","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"1707","GRAPE KING BIO LTD","Consumer Staples","Equity","952,564.61","0.00","952,564.61","243,000.00","3.92","Taiwan","Taiwan Stock Exchange","TWD"
"ABUK","ABU QIR FERTILIZERS AND CHEMICAL I","Materials","Equity","952,648.44","0.00","952,648.44","861,451.00","1.11","Egypt","Egyptian Exchange","EGP"
"BIKAJI","BIKAJI FOODS INTERNATIONAL LTD","Consumer Staples","Equity","954,479.12","0.00","954,479.12","122,576.00","7.79","India","National Stock Exchange Of India","INR"
"JYOTHYLAB","JYOTHY LABS LTD","Consumer Staples","Equity","947,911.73","0.00","947,911.73","327,968.00","2.89","India","National Stock Exchange Of India","INR"
"SARDAEN","SARDA ENERGY AND MINERALS LTD","Materials","Equity","950,090.11","0.00","950,090.11","179,309.00","5.30","India","National Stock Exchange Of India","INR"
"SWANCORP","SWAN CORP LTD","Consumer Discretionary","Equity","950,455.38","0.00","950,455.38","195,434.00","4.86","India","National Stock Exchange Of India","INR"
"600642","SHENERGY LTD A","Utilities","Equity","946,212.24","0.00","946,212.24","832,100.00","1.14","China","Shanghai Stock Exchange","CNY"
"AMANAT","AMANAT HOLDING","Financials","Equity","946,856.75","0.00","946,856.75","2,738,429.00","0.35","United Arab Emirates","Dubai Financial Market","AED"
"213420","DUK SAN NEOLUX LTD","Information Technology","Equity","937,529.06","0.00","937,529.06","37,660.00","24.89","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"HAPPSTMNDS","HAPPIEST MINDS TECHNOLOGIES PVT LT","Information Technology","Equity","939,366.92","0.00","939,366.92","192,277.00","4.89","India","National Stock Exchange Of India","INR"
"V2RETAIL","V2 RETAIL LTD","Consumer Discretionary","Equity","936,094.31","0.00","936,094.31","38,358.00","24.40","India","National Stock Exchange Of India","INR"
"BANK","BANK ALADIN SYARIAH","Financials","Equity","931,057.68","0.00","931,057.68","15,486,900.00","0.06","Indonesia","Indonesia Stock Exchange","IDR"
"AYGAZ.E","AYGAZ A","Utilities","Equity","931,920.10","0.00","931,920.10","195,642.00","4.76","Turkey","Istanbul Stock Exchange","TRY"
"2283","FIRST MILLING CO","Consumer Staples","Equity","932,045.12","0.00","932,045.12","70,469.00","13.23","Saudi Arabia","Saudi Stock Exchange","SAR"
"000728","GUOYUAN SECURITIES LTD A","Financials","Equity","933,457.94","0.00","933,457.94","754,300.00","1.24","China","Shenzhen Stock Exchange","CNY"
"TARIL","TRANSFORMERS AND RECTIFIERS INDIA","Industrials","Equity","927,536.48","0.00","927,536.48","304,890.00","3.04","India","National Stock Exchange Of India","INR"
"9938","TAIWAN PAIHO LTD","Consumer Discretionary","Equity","929,609.17","0.00","929,609.17","557,986.00","1.67","Taiwan","Taiwan Stock Exchange","TWD"
"IONEXCHANG","ION EXCHANGE INDIA LTD","Industrials","Equity","924,059.01","0.00","924,059.01","235,029.00","3.93","India","National Stock Exchange Of India","INR"
"600157","WINTIME ENERGY GROUP LTD A","Utilities","Equity","926,257.12","0.00","926,257.12","3,867,900.00","0.24","China","Shanghai Stock Exchange","CNY"
"ESABINDIA","ESAB INDIA LTD","Industrials","Equity","920,301.35","0.00","920,301.35","14,627.00","62.92","India","National Stock Exchange Of India","INR"
"688188","SHANGHAI FRIENDESS ELECTRONICS TEC","Information Technology","Equity","916,751.47","0.00","916,751.47","42,182.00","21.73","China","Shanghai Stock Exchange","CNY"
"002185","TIANSHUI HUATIAN TECHNOLOGY LTD A","Information Technology","Equity","916,931.96","0.00","916,931.96","546,060.00","1.68","China","Shenzhen Stock Exchange","CNY"
"INGERRAND","INGERSOLL RAND INDIA LTD","Industrials","Equity","918,647.58","0.00","918,647.58","25,103.00","36.60","India","National Stock Exchange Of India","INR"
"688728","GALAXYCORE INC A","Information Technology","Equity","914,192.68","0.00","914,192.68","394,021.00","2.32","China","Shanghai Stock Exchange","CNY"
"UNISEM","UNISEM M","Information Technology","Equity","909,934.95","0.00","909,934.95","1,137,000.00","0.80","Malaysia","Bursa Malaysia","MYR"
"BCPG.R","BCPG PCL NON-VOTING DR","Utilities","Equity","910,457.52","0.00","910,457.52","4,147,200.00","0.22","Thailand","Stock Exchange Of Thailand","THB"
"6197","JESS-LINK PRODUCTS INC","Information Technology","Equity","910,740.54","0.00","910,740.54","194,000.00","4.69","Taiwan","Taiwan Stock Exchange","TWD"
"STGT.R","SRI TRANG GLOVES (THAILAND) PCL NO","Health Care","Equity","910,759.47","0.00","910,759.47","2,997,400.00","0.30","Thailand","Stock Exchange Of Thailand","THB"
"8081","GLOBAL MIXED-MODE TECHNOLOGY INC","Information Technology","Equity","910,772.15","0.00","910,772.15","134,000.00","6.80","Taiwan","Taiwan Stock Exchange","TWD"
"BLDN","BALADNA COMPANY","Consumer Staples","Equity","911,008.14","0.00","911,008.14","2,561,375.00","0.36","Qatar","Qatar Exchange","QAR"
"688169","BEIJING ROBOROCK TECHNOLOGY LTD A","Consumer Discretionary","Equity","911,173.10","0.00","911,173.10","38,866.00","23.44","China","Shanghai Stock Exchange","CNY"
"OTKAR.E","OTOKAR OTOMOTIV SAVUNMA SANAYI","Industrials","Equity","911,363.90","0.00","911,363.90","77,169.00","11.81","Turkey","Istanbul Stock Exchange","TRY"
"1231","LIAN HWA FOODS CORP","Consumer Staples","Equity","912,165.76","0.00","912,165.76","302,137.00","3.02","Taiwan","Taiwan Stock Exchange","TWD"
"GND","GRINDROD LTD","Industrials","Equity","912,168.36","0.00","912,168.36","853,829.00","1.07","South Africa","Johannesburg Stock Exchange","ZAR"
"4009","MIDDLE EAST HEALTHCARE","Health Care","Equity","912,350.28","0.00","912,350.28","105,080.00","8.68","Saudi Arabia","Saudi Stock Exchange","SAR"
"ARVINDFASN","ARVIND FASHIONS LTD","Consumer Discretionary","Equity","906,747.80","0.00","906,747.80","171,975.00","5.27","India","National Stock Exchange Of India","INR"
"3633","ZHONGYU ENERGY HOLDINGS LTD","Utilities","Equity","902,520.81","0.00","902,520.81","2,549,000.00","0.35","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6548","CHANG WAH TECHNOLOGY LTD","Information Technology","Equity","903,283.81","0.00","903,283.81","612,500.00","1.47","Taiwan","Gretai Securities Market","TWD"
"JAZEERA","JAZEERA AIRWAYS","Industrials","Equity","903,346.99","0.00","903,346.99","173,612.00","5.20","Kuwait","Kuwait Stock Exchange","KWD"
"4919","NUVOTON TECHNOLOGY CORP","Information Technology","Equity","904,765.67","0.00","904,765.67","540,000.00","1.68","Taiwan","Taiwan Stock Exchange","TWD"
"009240","HANSSEM LTD","Consumer Discretionary","Equity","905,034.05","0.00","905,034.05","31,198.00","29.01","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BRKM5","BRASKEM PREF CLASS A SA","Materials","Equity","901,662.69","0.00","901,662.69","602,006.00","1.50","Brazil","XBSP","BRL"
"2543","HWANG CHANG GENERAL CONTRACTOR LTD","Industrials","Equity","895,466.75","0.00","895,466.75","446,780.00","2.00","Taiwan","Taiwan Stock Exchange","TWD"
"WAAREERTL","WAAREE RENEWABLE TECHNOLOGIES LTD","Industrials","Equity","896,046.45","0.00","896,046.45","90,503.00","9.90","India","National Stock Exchange Of India","INR"
"056190","SFA ENGINEERING CORP","Industrials","Equity","898,223.64","0.00","898,223.64","55,972.00","16.05","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"601238","GUANGZHOU AUTOMOBILE GROUP LTD A","Consumer Discretionary","Equity","893,421.38","0.00","893,421.38","738,200.00","1.21","China","Shanghai Stock Exchange","CNY"
"38","FIRST TRACTOR LTD H","Industrials","Equity","894,071.92","0.00","894,071.92","802,000.00","1.11","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"RECV3","PETRORECONCAVO SA","Energy","Equity","894,740.75","0.00","894,740.75","468,789.00","1.91","Brazil","XBSP","BRL"
"600352","ZHEJIANG LONGSHENG GROUP LTD A","Materials","Equity","894,972.36","0.00","894,972.36","553,300.00","1.62","China","Shanghai Stock Exchange","CNY"
"2897","O-BANK LTD","Financials","Equity","895,078.16","0.00","895,078.16","3,091,000.00","0.29","Taiwan","Taiwan Stock Exchange","TWD"
"SIDO","INDUSTRI JAMU DAN FARMASI SIDO MUN","Consumer Staples","Equity","889,019.61","0.00","889,019.61","27,155,508.00","0.03","Indonesia","Indonesia Stock Exchange","IDR"
"DEYAAR","DEYAAR DEVELOPMENT","Real Estate","Equity","889,766.61","0.00","889,766.61","3,172,925.00","0.28","United Arab Emirates","Dubai Financial Market","AED"
"002456","O FILM TECH LTD A","Information Technology","Equity","887,602.10","0.00","887,602.10","561,181.00","1.58","China","Shenzhen Stock Exchange","CNY"
"3868","XINYI ENERGY HOLDINGS LTD","Utilities","Equity","882,554.43","0.00","882,554.43","5,880,000.00","0.15","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ZAGGLE","ZAGGLE PREPAID OCEAN SERVICES LTD","Information Technology","Equity","883,507.66","0.00","883,507.66","260,715.00","3.39","India","National Stock Exchange Of India","INR"
"TTRAK.E","TURK TRAKTOR VE ZIRAAT MAKINELERI","Industrials","Equity","883,856.70","0.00","883,856.70","69,392.00","12.74","Turkey","Istanbul Stock Exchange","TRY"
"HEKTS.E","HEKTAS TICARET A","Materials","Equity","884,132.66","0.00","884,132.66","12,842,697.00","0.07","Turkey","Istanbul Stock Exchange","TRY"
"KSCL","KAVERI SEED COMPANY LTD","Consumer Staples","Equity","884,137.49","0.00","884,137.49","88,566.00","9.98","India","National Stock Exchange Of India","INR"
"PRICOLLTD","PRICOL LTD","Consumer Discretionary","Equity","878,314.72","0.00","878,314.72","126,426.00","6.95","India","National Stock Exchange Of India","INR"
"SANDUMA","SANDUR MANGANESE AND IRON ORES LTD","Materials","Equity","878,768.06","0.00","878,768.06","352,512.00","2.49","India","National Stock Exchange Of India","INR"
"RCF","RASHTRIYA CHEMICALS AND FERTILIZER","Materials","Equity","879,586.87","0.00","879,586.87","576,869.00","1.52","India","National Stock Exchange Of India","INR"
"ULKER.E","ULKER BISKUVI SANAYI A","Consumer Staples","Equity","880,540.48","0.00","880,540.48","331,482.00","2.66","Turkey","Istanbul Stock Exchange","TRY"
"2476","G SHANK ENTERPRISE LTD","Industrials","Equity","881,245.55","0.00","881,245.55","303,000.00","2.91","Taiwan","Taiwan Stock Exchange","TWD"
"300661","SG MICRO CORP A","Information Technology","Equity","875,098.73","0.00","875,098.73","83,655.00","10.46","China","Shenzhen Stock Exchange","CNY"
"5534","CHONG HONG CONSTRUCTION LTD","Real Estate","Equity","875,428.75","0.00","875,428.75","322,000.00","2.72","Taiwan","Taiwan Stock Exchange","TWD"
"HANA.R","HANA MICROELECTRONICS NON-VOTING D","Information Technology","Equity","868,974.86","0.00","868,974.86","1,728,600.00","0.50","Thailand","Stock Exchange Of Thailand","THB"
"WAHA","WAHA CAPITAL","Financials","Equity","869,272.95","0.00","869,272.95","1,845,572.00","0.47","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"GLOBAL.R","SIAM GLOBAL HOUSE NON-VOTING DR PC","Consumer Discretionary","Equity","870,973.64","0.00","870,973.64","4,451,171.00","0.20","Thailand","Stock Exchange Of Thailand","THB"
"PRAJIND","PRAJ INDUSTRIES LTD","Industrials","Equity","864,355.82","0.00","864,355.82","250,634.00","3.45","India","National Stock Exchange Of India","INR"
"EAT","AMREST HOLDINGS","Consumer Discretionary","Equity","865,228.62","0.00","865,228.62","225,508.00","3.84","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"VMART","V MART RETAIL LTD","Consumer Discretionary","Equity","865,297.60","0.00","865,297.60","120,104.00","7.20","India","National Stock Exchange Of India","INR"
"FRAS3","FRAS-LE SA","Consumer Discretionary","Equity","865,338.91","0.00","865,338.91","195,510.00","4.43","Brazil","XBSP","BRL"
