Fund Holdings as of,"09/Jan/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"SW","SMURFIT WESTROCK PLC","Materials","Equity","34,221,664.54","0.03","34,221,664.54","796,223.00","42.98","United States","New York Stock Exchange Inc.","USD"
"NSIS B","NOVOZYMES B","Materials","Equity","34,200,623.36","0.03","34,200,623.36","520,473.00","65.71","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"5020","ENEOS HOLDINGS INC","Energy","Equity","34,150,016.71","0.03","34,150,016.71","4,604,128.00","7.42","Japan","Tokyo Stock Exchange","JPY"
"ALAB","ASTERA LABS INC","Information Technology","Equity","34,106,797.06","0.03","34,106,797.06","209,746.00","162.61","United States","NASDAQ","USD"
"TRMB","TRIMBLE INC","Information Technology","Equity","34,056,193.41","0.03","34,056,193.41","422,481.00","80.61","United States","NASDAQ","USD"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Consumer Discretionary","Equity","33,961,639.50","0.03","33,961,639.50","246,635.00","137.70","United Kingdom","London Stock Exchange","USD"
"NVR","NVR INC","Consumer Discretionary","Equity","33,927,973.25","0.03","33,927,973.25","4,475.00","7,581.67","United States","New York Stock Exchange Inc.","USD"
"CMS","CMS ENERGY CORP","Utilities","Equity","33,846,954.03","0.03","33,846,954.03","483,597.00","69.99","United States","New York Stock Exchange Inc.","USD"
"IP","INTERNATIONAL PAPER","Materials","Equity","33,768,794.40","0.03","33,768,794.40","779,160.00","43.34","United States","New York Stock Exchange Inc.","USD"
"PTC","PTC INC","Information Technology","Equity","33,773,317.12","0.03","33,773,317.12","196,906.00","171.52","United States","NASDAQ","USD"
"6178","JAPAN POST HOLDINGS LTD","Financials","Equity","33,580,047.51","0.03","33,580,047.51","2,975,000.00","11.29","Japan","Tokyo Stock Exchange","JPY"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","33,553,874.63","0.03","33,553,874.63","28,823,876.00","116.41","European Union","-","EUR"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","33,541,095.14","0.03","33,541,095.14","391,013.00","85.78","United States","New York Stock Exchange Inc.","USD"
"ACA","CREDIT AGRICOLE SA","Financials","Equity","33,523,841.61","0.03","33,523,841.61","1,628,390.00","20.59","France","Nyse Euronext - Euronext Paris","EUR"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","33,418,471.65","0.03","33,418,471.65","1,434,885.00","23.29","United States","New York Stock Exchange Inc.","USD"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","33,421,869.44","0.03","33,421,869.44","552,976.00","60.44","United States","New York Stock Exchange Inc.","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","33,353,452.48","0.02","33,353,452.48","1,424,144.00","23.42","United States","NASDAQ","USD"
"STLAM","STELLANTIS NV","Consumer Discretionary","Equity","33,287,894.08","0.02","33,287,894.08","3,043,034.00","10.94","Italy","Borsa Italiana","EUR"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","33,272,519.34","0.02","33,272,519.34","209,406.00","158.89","United States","New York Stock Exchange Inc.","USD"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","33,245,257.54","0.02","33,245,257.54","68,798.00","483.23","United States","NASDAQ","USD"
"GIB.A","CGI INC CLASS A","Information Technology","Equity","33,151,618.24","0.02","33,151,618.24","352,209.00","94.12","Canada","Toronto Stock Exchange","CAD"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Financials","Equity","33,146,859.03","0.02","33,146,859.03","2,246,218.00","14.76","Sweden","Nasdaq Omx Nordic","SEK"
"HLMA","HALMA PLC","Information Technology","Equity","33,105,577.66","0.02","33,105,577.66","672,984.00","49.19","United Kingdom","London Stock Exchange","GBP"
"VRSN","VERISIGN INC","Information Technology","Equity","33,060,974.58","0.02","33,060,974.58","132,807.00","248.94","United States","NASDAQ","USD"
"FRE","FRESENIUS SE AND CO KGAA","Health Care","Equity","32,885,647.85","0.02","32,885,647.85","573,834.00","57.31","Germany","Xetra","EUR"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","32,850,916.14","0.02","32,850,916.14","250,026.00","131.39","United States","New York Stock Exchange Inc.","USD"
"PPL","PEMBINA PIPELINE CORP","Energy","Equity","32,735,587.05","0.02","32,735,587.05","885,078.00","36.99","Canada","Toronto Stock Exchange","CAD"
"8015","TOYOTA TSUSHO CORP","Industrials","Equity","32,688,585.27","0.02","32,688,585.27","931,200.00","35.10","Japan","Tokyo Stock Exchange","JPY"
"HPQ","HP INC","Information Technology","Equity","32,609,988.61","0.02","32,609,988.61","1,518,863.00","21.47","United States","New York Stock Exchange Inc.","USD"
"BMPS","BANCA MONTE DEI PASCHI DI SIENA SP","Financials","Equity","32,587,053.95","0.02","32,587,053.95","3,113,139.00","10.47","Italy","Borsa Italiana","EUR"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","32,595,949.05","0.02","32,595,949.05","303,755.00","107.31","United States","NASDAQ","USD"
"DSY","DASSAULT SYSTEMES","Information Technology","Equity","32,529,970.40","0.02","32,529,970.40","1,129,063.00","28.81","France","Nyse Euronext - Euronext Paris","EUR"
"NBIS","NEBIUS NV CLASS A","Information Technology","Equity","32,443,523.49","0.02","32,443,523.49","331,293.00","97.93","Netherlands","NASDAQ","USD"
"ABN","ABN AMRO BANK NV","Financials","Equity","32,426,467.32","0.02","32,426,467.32","918,108.00","35.32","Netherlands","Euronext Amsterdam","EUR"
"2388","BOC HONG KONG HOLDINGS LTD","Financials","Equity","32,356,233.16","0.02","32,356,233.16","6,540,977.00","4.95","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","32,317,688.16","0.02","32,317,688.16","364,184.00","88.74","Netherlands","NASDAQ","USD"
"PSTG","PURE STORAGE INC CLASS A","Information Technology","Equity","32,291,325.92","0.02","32,291,325.92","482,104.00","66.98","United States","New York Stock Exchange Inc.","USD"
"5401","NIPPON STEEL CORP","Materials","Equity","32,253,215.01","0.02","32,253,215.01","7,887,200.00","4.09","Japan","Tokyo Stock Exchange","JPY"
"BPE","BPER BANCA","Financials","Equity","32,229,579.69","0.02","32,229,579.69","2,302,392.00","14.00","Italy","Borsa Italiana","EUR"
"EQNR","EQUINOR","Energy","Equity","32,067,791.69","0.02","32,067,791.69","1,350,640.00","23.74","Norway","Oslo Bors Asa","NOK"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","32,069,976.96","0.02","32,069,976.96","116,398.00","275.52","United States","New York Stock Exchange Inc.","USD"
"ANTO","ANTOFAGASTA PLC","Materials","Equity","32,004,838.71","0.02","32,004,838.71","686,763.00","46.60","United Kingdom","London Stock Exchange","GBP"
"QBE","QBE INSURANCE GROUP LTD","Financials","Equity","31,855,353.07","0.02","31,855,353.07","2,372,165.00","13.43","Australia","Asx - All Markets","AUD"
"1","CK HUTCHISON HOLDINGS LTD","Industrials","Equity","31,841,122.76","0.02","31,841,122.76","4,343,040.00","7.33","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"NN","NN GROUP NV","Financials","Equity","31,827,269.76","0.02","31,827,269.76","417,160.00","76.30","Netherlands","Euronext Amsterdam","EUR"
"7013","IHI CORP","Industrials","Equity","31,816,212.19","0.02","31,816,212.19","1,552,700.00","20.49","Japan","Tokyo Stock Exchange","JPY"
"6273","SMC (JAPAN) CORP","Industrials","Equity","31,800,537.77","0.02","31,800,537.77","85,645.00","371.31","Japan","Tokyo Stock Exchange","JPY"
"A5G","AIB GROUP PLC","Financials","Equity","31,747,998.90","0.02","31,747,998.90","2,898,254.00","10.95","Ireland","Irish Stock Exchange - All Market","EUR"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","31,712,173.28","0.02","31,712,173.28","372,296.00","85.18","United States","NASDAQ","USD"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","31,596,317.76","0.02","31,596,317.76","397,338.00","79.52","United States","New York Stock Exchange Inc.","USD"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumer Discretionary","Equity","31,566,189.52","0.02","31,566,189.52","456,738.00","69.11","Canada","Toronto Stock Exchange","CAD"
"ESLT","ELBIT SYSTEMS LTD","Industrials","Equity","31,509,620.24","0.02","31,509,620.24","47,311.00","666.01","Israel","Tel Aviv Stock Exchange","ILS"
"KEY","KEYCORP","Financials","Equity","31,485,754.82","0.02","31,485,754.82","1,485,878.00","21.19","United States","New York Stock Exchange Inc.","USD"
"SAB","BANCO DE SABADELL SA","Financials","Equity","31,464,193.60","0.02","31,464,193.60","8,190,537.00","3.84","Spain","Bolsa De Madrid","EUR"
"NTAP","NETAPP INC","Information Technology","Equity","31,462,709.04","0.02","31,462,709.04","298,536.00","105.39","United States","NASDAQ","USD"
"EQT","EQT","Financials","Equity","31,431,438.10","0.02","31,431,438.10","802,949.00","39.14","Sweden","Nasdaq Omx Nordic","SEK"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","31,386,630.32","0.02","31,386,630.32","114,902.00","273.16","United States","New York Stock Exchange Inc.","USD"
"HBAN","HELVETIA BALOISE HOLDING N AG","Financials","Equity","31,372,337.51","0.02","31,372,337.51","124,057.00","252.89","Switzerland","SIX Swiss Exchange","CHF"
"BXB","BRAMBLES LTD","Industrials","Equity","31,281,293.91","0.02","31,281,293.91","2,061,703.00","15.17","Australia","Asx - All Markets","AUD"
"LGEN","LEGAL AND GENERAL GROUP PLC","Financials","Equity","31,284,249.82","0.02","31,284,249.82","8,735,207.00","3.58","United Kingdom","London Stock Exchange","GBP"
"HOLX","HOLOGIC INC","Health Care","Equity","31,253,058.97","0.02","31,253,058.97","417,431.00","74.87","United States","NASDAQ","USD"
"WRB","WR BERKLEY CORP","Financials","Equity","31,229,856.40","0.02","31,229,856.40","456,310.00","68.44","United States","New York Stock Exchange Inc.","USD"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","31,176,440.12","0.02","31,176,440.12","178,723.00","174.44","United States","New York Stock Exchange Inc.","USD"
"669","TECHTRONIC INDUSTRIES LTD","Industrials","Equity","31,081,371.63","0.02","31,081,371.63","2,512,000.00","12.37","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"FTV","FORTIVE CORP","Industrials","Equity","31,074,285.00","0.02","31,074,285.00","564,987.00","55.00","United States","New York Stock Exchange Inc.","USD"
"Q","QNITY ELECTRONICS INC","Information Technology","Equity","31,038,643.90","0.02","31,038,643.90","343,690.00","90.31","United States","New York Stock Exchange Inc.","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","31,003,270.39","0.02","31,003,270.39","147,221.00","210.59","United States","NASDAQ","USD"
"SHL","SIEMENS HEALTHINEERS AG","Health Care","Equity","30,912,162.05","0.02","30,912,162.05","570,943.00","54.14","Germany","Xetra","EUR"
"AMCR","AMCOR PLC","Materials","Equity","30,879,825.30","0.02","30,879,825.30","3,569,922.00","8.65","United States","New York Stock Exchange Inc.","USD"
"BIRG","BANK OF IRELAND GROUP PLC","Financials","Equity","30,820,585.00","0.02","30,820,585.00","1,582,067.00","19.48","Ireland","Irish Stock Exchange - All Market","EUR"
"FOXA","FOX CORP CLASS A","Communication","Equity","30,800,597.76","0.02","30,800,597.76","418,032.00","73.68","United States","NASDAQ","USD"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","30,803,717.12","0.02","30,803,717.12","353,903.00","87.04","United States","NASDAQ","USD"
"BOL","BOLIDEN","Materials","Equity","30,781,913.60","0.02","30,781,913.60","499,087.00","61.68","Sweden","Nasdaq Omx Nordic","SEK"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","30,760,348.30","0.02","30,760,348.30","100,738.00","305.35","United States","New York Stock Exchange Inc.","USD"
"INF","INFORMA PLC","Communication","Equity","30,761,849.39","0.02","30,761,849.39","2,544,390.00","12.09","United Kingdom","London Stock Exchange","GBP"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","30,767,127.75","0.02","30,767,127.75","140,265.00","219.35","United States","New York Stock Exchange Inc.","USD"
"TXT","TEXTRON INC","Industrials","Equity","30,658,483.35","0.02","30,658,483.35","326,745.00","93.83","United States","New York Stock Exchange Inc.","USD"
"RBA","RB GLOBAL INC","Industrials","Equity","30,571,499.78","0.02","30,571,499.78","279,439.00","109.40","Canada","Toronto Stock Exchange","CAD"
"NI","NISOURCE INC","Utilities","Equity","30,578,254.02","0.02","30,578,254.02","727,534.00","42.03","United States","New York Stock Exchange Inc.","USD"
"APTV","APTIV PLC","Consumer Discretionary","Equity","30,462,755.84","0.02","30,462,755.84","343,552.00","88.67","United States","New York Stock Exchange Inc.","USD"
"8308","RESONA HOLDINGS INC","Financials","Equity","30,326,251.78","0.02","30,326,251.78","2,944,500.00","10.30","Japan","Tokyo Stock Exchange","JPY"
"ROL","ROLLINS INC","Industrials","Equity","30,242,244.52","0.02","30,242,244.52","498,389.00","60.68","United States","New York Stock Exchange Inc.","USD"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","30,208,265.49","0.02","30,208,265.49","689,529.00","43.81","United States","New York Stock Exchange Inc.","USD"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","30,030,638.40","0.02","30,030,638.40","165,732.00","181.20","United States","NASDAQ","USD"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","29,865,028.96","0.02","29,865,028.96","66,608.00","448.37","United States","New York Stock Exchange Inc.","USD"
"PODD","INSULET CORP","Health Care","Equity","29,696,547.68","0.02","29,696,547.68","102,742.00","289.04","United States","NASDAQ","USD"
"4661","ORIENTAL LAND LTD","Consumer Discretionary","Equity","29,578,223.28","0.02","29,578,223.28","1,615,800.00","18.31","Japan","Tokyo Stock Exchange","JPY"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","29,410,980.30","0.02","29,410,980.30","316,758.00","92.85","United States","New York Stock Exchange Inc.","USD"
"SNA","SNAP ON INC","Industrials","Equity","29,386,835.97","0.02","29,386,835.97","81,141.00","362.17","United States","New York Stock Exchange Inc.","USD"
"8309","SUMITOMO MITSUI TRUST GROUP INC","Financials","Equity","29,338,262.16","0.02","29,338,262.16","935,146.00","31.37","Japan","Tokyo Stock Exchange","JPY"
"DOW","DOW INC","Materials","Equity","29,292,019.68","0.02","29,292,019.68","1,112,496.00","26.33","United States","New York Stock Exchange Inc.","USD"
"MRK","MERCK","Health Care","Equity","29,275,032.77","0.02","29,275,032.77","196,011.00","149.35","Germany","Xetra","EUR"
"STMPA","STMICROELECTRONICS NV","Information Technology","Equity","29,248,575.04","0.02","29,248,575.04","1,017,432.00","28.75","France","Nyse Euronext - Euronext Paris","EUR"
"L","LOEWS CORP","Financials","Equity","29,221,220.70","0.02","29,221,220.70","279,415.00","104.58","United States","New York Stock Exchange Inc.","USD"
"4543","TERUMO CORP","Health Care","Equity","29,197,831.83","0.02","29,197,831.83","2,033,800.00","14.36","Japan","Tokyo Stock Exchange","JPY"
"PNR","PENTAIR","Industrials","Equity","29,144,131.28","0.02","29,144,131.28","282,788.00","103.06","United States","New York Stock Exchange Inc.","USD"
"WRT1V","WARTSILA","Industrials","Equity","29,122,841.38","0.02","29,122,841.38","776,217.00","37.52","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"1605","INPEX CORP","Energy","Equity","29,107,292.73","0.02","29,107,292.73","1,472,857.00","19.76","Japan","Tokyo Stock Exchange","JPY"
"2802","AJINOMOTO INC","Consumer Staples","Equity","29,041,881.24","0.02","29,041,881.24","1,389,390.00","20.90","Japan","Tokyo Stock Exchange","JPY"
"6971","KYOCERA CORP","Information Technology","Equity","28,943,122.66","0.02","28,943,122.66","2,051,356.00","14.11","Japan","Tokyo Stock Exchange","JPY"
"CTRA","COTERRA ENERGY INC","Energy","Equity","28,906,191.06","0.02","28,906,191.06","1,164,633.00","24.82","United States","New York Stock Exchange Inc.","USD"
"1925","DAIWA HOUSE INDUSTRY LTD","Real Estate","Equity","28,852,273.58","0.02","28,852,273.58","856,052.00","33.70","Japan","Tokyo Stock Exchange","JPY"
"SGSN","SGS SA","Industrials","Equity","28,756,131.56","0.02","28,756,131.56","240,983.00","119.33","Switzerland","SIX Swiss Exchange","CHF"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","28,726,217.10","0.02","28,726,217.10","487,298.00","58.95","United States","New York Stock Exchange Inc.","USD"
"HUBS","HUBSPOT INC","Information Technology","Equity","28,690,005.40","0.02","28,690,005.40","77,215.00","371.56","United States","New York Stock Exchange Inc.","USD"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","28,672,662.91","0.02","28,672,662.91","1,114,367.00","25.73","United States","New York Stock Exchange Inc.","USD"
"KPN","KONINKLIJKE KPN NV","Communication","Equity","28,668,483.40","0.02","28,668,483.40","6,381,748.00","4.49","Netherlands","Euronext Amsterdam","EUR"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","Information Technology","Equity","28,610,916.99","0.02","28,610,916.99","148,497.00","192.67","Israel","NASDAQ","USD"
"11","HANG SENG BANK LTD","Financials","Equity","28,573,016.06","0.02","28,573,016.06","1,441,615.00","19.82","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"IT","GARTNER INC","Information Technology","Equity","28,557,022.80","0.02","28,557,022.80","115,140.00","248.02","United States","New York Stock Exchange Inc.","USD"
"COL","COLES GROUP LTD","Consumer Staples","Equity","28,429,902.35","0.02","28,429,902.35","2,023,460.00","14.05","Australia","Asx - All Markets","AUD"
"4452","KAO CORP","Consumer Staples","Equity","28,233,789.11","0.02","28,233,789.11","711,024.00","39.71","Japan","Tokyo Stock Exchange","JPY"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","28,227,854.51","0.02","28,227,854.51","53,237.00","530.23","United States","New York Stock Exchange Inc.","USD"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","28,193,671.74","0.02","28,193,671.74","90,402.00","311.87","United States","New York Stock Exchange Inc.","USD"
"BAER","JULIUS BAER GRUPPE AG","Financials","Equity","28,079,402.26","0.02","28,079,402.26","345,664.00","81.23","Switzerland","SIX Swiss Exchange","CHF"
"INCY","INCYTE CORP","Health Care","Equity","28,068,657.41","0.02","28,068,657.41","262,643.00","106.87","United States","NASDAQ","USD"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","28,002,098.38","0.02","28,002,098.38","430,669.00","65.02","United States","NASDAQ","USD"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","27,983,702.25","0.02","27,983,702.25","199,955.00","139.95","United States","New York Stock Exchange Inc.","USD"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Communication","Equity","27,906,450.80","0.02","27,906,450.80","309,110.00","90.28","United States","NASDAQ","USD"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","27,872,624.52","0.02","27,872,624.52","217,178.00","128.34","United States","New York Stock Exchange Inc.","USD"
"ALFA","ALFA LAVAL","Industrials","Equity","27,822,045.02","0.02","27,822,045.02","520,461.00","53.46","Sweden","Nasdaq Omx Nordic","SEK"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","27,811,167.65","0.02","27,811,167.65","479,255.00","58.03","United States","New York Stock Exchange Inc.","USD"
"FBK","FINECOBANK BANCA FINECO","Financials","Equity","27,762,559.96","0.02","27,762,559.96","1,057,603.00","26.25","Italy","Borsa Italiana","EUR"
"AGI","ALAMOS GOLD INC CLASS A","Materials","Equity","27,656,805.04","0.02","27,656,805.04","660,804.00","41.85","Canada","Toronto Stock Exchange","CAD"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","27,629,013.60","0.02","27,629,013.60","203,304.00","135.90","United States","New York Stock Exchange Inc.","USD"
"TRU","TRANSUNION","Industrials","Equity","27,471,736.81","0.02","27,471,736.81","313,211.00","87.71","United States","New York Stock Exchange Inc.","USD"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","27,369,026.10","0.02","27,369,026.10","681,330.00","40.17","United States","NASDAQ","USD"
"BT.A","BT GROUP PLC","Communication","Equity","27,324,593.43","0.02","27,324,593.43","11,241,167.00","2.43","United Kingdom","London Stock Exchange","GBP"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","27,268,207.11","0.02","27,268,207.11","76,827.00","354.93","United States","New York Stock Exchange Inc.","USD"
"8830","SUMITOMO REALTY & DEVELOPMENT LTD","Real Estate","Equity","27,233,833.27","0.02","27,233,833.27","1,054,326.00","25.83","Japan","Tokyo Stock Exchange","JPY"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","27,177,040.00","0.02","27,177,040.00","88,000.00","308.83","United States","New York Stock Exchange Inc.","USD"
"BAMI","BANCO BPM","Financials","Equity","27,172,276.69","0.02","27,172,276.69","1,843,750.00","14.74","Italy","Borsa Italiana","EUR"
"COO","COOPER INC","Health Care","Equity","27,150,874.75","0.02","27,150,874.75","325,355.00","83.45","United States","NASDAQ","USD"
"RI","PERNOD RICARD SA","Consumer Staples","Equity","27,106,188.82","0.02","27,106,188.82","312,384.00","86.77","France","Nyse Euronext - Euronext Paris","EUR"
"MRU","METRO INC","Consumer Staples","Equity","27,106,675.43","0.02","27,106,675.43","382,723.00","70.83","Canada","Toronto Stock Exchange","CAD"
"CDW","CDW CORP","Information Technology","Equity","27,015,572.71","0.02","27,015,572.71","202,379.00","133.49","United States","NASDAQ","USD"
"ESSITY B","ESSITY CLASS B","Consumer Staples","Equity","26,952,740.67","0.02","26,952,740.67","943,433.00","28.57","Sweden","Nasdaq Omx Nordic","SEK"
"EVN","EVOLUTION MINING LTD","Materials","Equity","26,940,286.11","0.02","26,940,286.11","3,145,377.00","8.57","Australia","Asx - All Markets","AUD"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","26,878,709.55","0.02","26,878,709.55","129,943.00","206.85","United States","NASDAQ","USD"
"EPI A","EPIROC CLASS A","Industrials","Equity","26,829,057.27","0.02","26,829,057.27","1,111,963.00","24.13","Sweden","Nasdaq Omx Nordic","SEK"
"SATS","ECHOSTAR CORP CLASS A","Communication","Equity","26,650,440.00","0.02","26,650,440.00","222,087.00","120.00","United States","NASDAQ","USD"
"9503","KANSAI ELECTRIC POWER INC","Utilities","Equity","26,513,212.60","0.02","26,513,212.60","1,690,880.00","15.68","Japan","Tokyo Stock Exchange","JPY"
"BALL","BALL CORP","Materials","Equity","26,398,920.60","0.02","26,398,920.60","474,630.00","55.62","United States","New York Stock Exchange Inc.","USD"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","26,377,210.88","0.02","26,377,210.88","389,504.00","67.72","United States","New York Stock Exchange Inc.","USD"
"SCMN","SWISSCOM AG","Communication","Equity","26,326,796.48","0.02","26,326,796.48","35,962.00","732.07","Switzerland","SIX Swiss Exchange","CHF"
"CLNX","CELLNEX TELECOM SA","Communication","Equity","26,226,719.93","0.02","26,226,719.93","837,532.00","31.31","Spain","Bolsa De Madrid","EUR"
"TOU","TOURMALINE OIL CORP","Energy","Equity","26,061,058.74","0.02","26,061,058.74","608,033.00","42.86","Canada","Toronto Stock Exchange","CAD"
"6201","TOYOTA INDUSTRIES CORP","Industrials","Equity","25,986,846.02","0.02","25,986,846.02","227,863.00","114.05","Japan","Tokyo Stock Exchange","JPY"
"5713","SUMITOMO METAL MINING LTD","Materials","Equity","25,921,524.13","0.02","25,921,524.13","570,682.00","45.42","Japan","Tokyo Stock Exchange","JPY"
"HNR1","HANNOVER RUECK","Financials","Equity","25,883,357.46","0.02","25,883,357.46","89,946.00","287.77","Germany","Xetra","EUR"
"1801","TAISEI CORP","Industrials","Equity","25,855,903.85","0.02","25,855,903.85","253,698.00","101.92","Japan","Tokyo Stock Exchange","JPY"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","25,859,347.14","0.02","25,859,347.14","693,466.00","37.29","United States","NASDAQ","USD"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","25,765,859.28","0.02","25,765,859.28","226,932.00","113.54","United States","New York Stock Exchange Inc.","USD"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","25,732,563.60","0.02","25,732,563.60","372,396.00","69.10","United States","New York Stock Exchange Inc.","USD"
"7832","BANDAI NAMCO HOLDINGS INC","Consumer Discretionary","Equity","25,679,232.30","0.02","25,679,232.30","963,200.00","26.66","Japan","Tokyo Stock Exchange","JPY"
"FFIV","F5 INC","Information Technology","Equity","25,562,366.58","0.02","25,562,366.58","94,918.00","269.31","United States","NASDAQ","USD"
"UPM","UPM-KYMMENE","Materials","Equity","25,496,340.02","0.02","25,496,340.02","888,527.00","28.70","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"SCG","SCENTRE GROUP","Real Estate","Equity","25,426,500.47","0.02","25,426,500.47","9,126,601.00","2.79","Australia","Asx - All Markets","AUD"
"1812","KAJIMA CORP","Industrials","Equity","25,414,887.47","0.02","25,414,887.47","649,567.00","39.13","Japan","Tokyo Stock Exchange","JPY"
"EVRG","EVERGY INC","Utilities","Equity","25,402,674.44","0.02","25,402,674.44","348,842.00","72.82","United States","NASDAQ","USD"
"TEF","TELEFONICA SA","Communication","Equity","25,407,544.67","0.02","25,407,544.67","6,385,580.00","3.98","Spain","Bolsa De Madrid","EUR"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","25,391,150.02","0.02","25,391,150.02","18,922,495.00","134.18","United Kingdom","-","GBP"
"ENTG","ENTEGRIS INC","Information Technology","Equity","25,252,427.07","0.02","25,252,427.07","245,193.00","102.99","United States","NASDAQ","USD"
"2","CLP HOLDINGS LTD","Utilities","Equity","25,230,346.56","0.02","25,230,346.56","2,789,689.00","9.04","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"PINS","PINTEREST INC CLASS A","Communication","Equity","25,188,715.42","0.02","25,188,715.42","928,103.00","27.14","United States","New York Stock Exchange Inc.","USD"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","25,059,732.88","0.02","25,059,732.88","830,893.00","30.16","United States","NASDAQ","USD"
"GEN","GEN DIGITAL INC","Information Technology","Equity","25,008,419.52","0.02","25,008,419.52","927,612.00","26.96","United States","NASDAQ","USD"
"DSFIR","DSM FIRMENICH AG","Materials","Equity","24,967,523.44","0.02","24,967,523.44","316,341.00","78.93","Netherlands","Euronext Amsterdam","EUR"
"TOST","TOAST INC CLASS A","Financials","Equity","24,854,197.68","0.02","24,854,197.68","700,908.00","35.46","United States","New York Stock Exchange Inc.","USD"
"IMO","IMPERIAL OIL LTD","Energy","Equity","24,778,716.24","0.02","24,778,716.24","274,137.00","90.39","Canada","Toronto Stock Exchange","CAD"
"BBD.B","BOMBARDIER INC CLASS B","Industrials","Equity","24,578,709.05","0.02","24,578,709.05","138,348.00","177.66","Canada","Toronto Stock Exchange","CAD"
"OMC","OMNICOM GROUP INC","Communication","Equity","24,554,419.08","0.02","24,554,419.08","310,501.00","79.08","United States","New York Stock Exchange Inc.","USD"
"HEI","HEICO CORP","Industrials","Equity","24,512,668.36","0.02","24,512,668.36","69,331.00","353.56","United States","New York Stock Exchange Inc.","USD"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","24,439,941.68","0.02","24,439,941.68","235,543.00","103.76","United States","New York Stock Exchange Inc.","USD"
"AVY","AVERY DENNISON CORP","Materials","Equity","24,389,698.80","0.02","24,389,698.80","129,457.00","188.40","United States","New York Stock Exchange Inc.","USD"
"7936","ASICS CORP","Consumer Discretionary","Equity","24,331,216.47","0.02","24,331,216.47","927,400.00","26.24","Japan","Tokyo Stock Exchange","JPY"
