Fund Holdings as of,"09/Jan/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"NIBE B","NIBE INDUSTRIER CLASS B","Industrials","Equity","8,037,494.26","0.01","8,037,494.26","1,981,266.00","4.06","Sweden","Nasdaq Omx Nordic","SEK"
"9602","TOHO (TOKYO) LTD","Communication","Equity","7,984,038.00","0.01","7,984,038.00","161,600.00","49.41","Japan","Tokyo Stock Exchange","JPY"
"ENT","ENTAIN PLC","Consumer Discretionary","Equity","7,871,537.13","0.01","7,871,537.13","767,624.00","10.25","United Kingdom","London Stock Exchange","GBP"
"QAN","QANTAS AIRWAYS LTD","Industrials","Equity","7,797,913.37","0.01","7,797,913.37","1,132,083.00","6.89","Australia","Asx - All Markets","AUD"
"1878","DAITO TRUST CONSTRUCTION LTD","Real Estate","Equity","7,798,628.35","0.01","7,798,628.35","405,670.00","19.22","Japan","Tokyo Stock Exchange","JPY"
"6586","MAKITA CORP","Industrials","Equity","7,801,637.24","0.01","7,801,637.24","247,326.00","31.54","Japan","Tokyo Stock Exchange","JPY"
"BMW3","BMW PREF AG","Consumer Discretionary","Equity","7,807,745.00","0.01","7,807,745.00","73,102.00","106.81","Germany","Xetra","EUR"
"1928","SANDS CHINA LTD","Consumer Discretionary","Equity","7,716,073.24","0.01","7,716,073.24","3,207,870.00","2.41","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"EMP.A","EMPIRE LTD CLASS A","Consumer Staples","Equity","7,588,430.56","0.01","7,588,430.56","223,296.00","33.98","Canada","Toronto Stock Exchange","CAD"
"BIM","BIOMERIEUX SA","Health Care","Equity","7,590,691.46","0.01","7,590,691.46","57,756.00","131.43","France","Nyse Euronext - Euronext Paris","EUR"
"IPN","IPSEN SA","Health Care","Equity","7,571,928.50","0.01","7,571,928.50","51,056.00","148.31","France","Nyse Euronext - Euronext Paris","EUR"
"SW","SODEXO SA","Consumer Discretionary","Equity","7,569,044.67","0.01","7,569,044.67","152,273.00","49.71","France","Nyse Euronext - Euronext Paris","EUR"
"IMCD","IMCD NV","Industrials","Equity","7,512,518.12","0.01","7,512,518.12","83,357.00","90.12","Netherlands","Euronext Amsterdam","EUR"
"3003","HULIC LTD","Real Estate","Equity","7,481,520.86","0.01","7,481,520.86","662,634.00","11.29","Japan","Tokyo Stock Exchange","JPY"
"AMUN","AMUNDI SA","Financials","Equity","7,465,968.39","0.01","7,465,968.39","85,972.00","86.84","France","Nyse Euronext - Euronext Paris","EUR"
"BZU","BUZZI","Materials","Equity","7,466,643.57","0.01","7,466,643.57","121,479.00","61.46","Italy","Borsa Italiana","EUR"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","7,458,100.32","0.01","7,458,100.32","287,292.00","25.96","United States","New York Stock Exchange Inc.","USD"
"6841","YOKOGAWA ELECTRIC CORP","Information Technology","Equity","7,459,200.00","0.01","7,459,200.00","233,100.00","32.00","Japan","Tokyo Stock Exchange","JPY"
"9435","HIKARI TSUSHIN INC","Industrials","Equity","7,428,459.22","0.01","7,428,459.22","26,800.00","277.18","Japan","Tokyo Stock Exchange","JPY"
"LEG","LEG IMMOBILIEN N","Real Estate","Equity","7,430,531.26","0.01","7,430,531.26","99,193.00","74.91","Germany","Xetra","EUR"
"6869","SYSMEX CORP","Health Care","Equity","7,395,003.75","0.01","7,395,003.75","740,321.00","9.99","Japan","Tokyo Stock Exchange","JPY"
"MAP","MAPFRE SA","Financials","Equity","7,184,381.70","0.01","7,184,381.70","1,456,945.00","4.93","Spain","Bolsa De Madrid","EUR"
"SOF","SOFINA SA","Financials","Equity","7,144,474.70","0.01","7,144,474.70","23,678.00","301.74","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"WIX","WIX.COM LTD","Information Technology","Equity","7,150,430.72","0.01","7,150,430.72","74,608.00","95.84","Israel","NASDAQ","USD"
"BOL","BOLLORE","Energy","Equity","6,990,367.21","0.01","6,990,367.21","1,284,757.00","5.44","France","Nyse Euronext - Euronext Paris","EUR"
"F34","WILMAR INTERNATIONAL LTD","Consumer Staples","Equity","6,921,736.34","0.01","6,921,736.34","2,864,397.00","2.42","Singapore","Singapore Exchange","SGD"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Equity","6,851,329.25","0.01","6,851,329.25","120,643.00","56.79","Sweden","Nasdaq Omx Nordic","SEK"
"CU","CANADIAN UTILITIES LTD CLASS A","Utilities","Equity","6,835,431.31","0.01","6,835,431.31","219,915.00","31.08","Canada","Toronto Stock Exchange","CAD"
"AZRG","AZRIELI GROUP LTD","Real Estate","Equity","6,841,699.40","0.01","6,841,699.40","53,268.00","128.44","Israel","Tel Aviv Stock Exchange","ILS"
"DIE","DIETEREN (D) SA","Consumer Discretionary","Equity","6,817,207.08","0.01","6,817,207.08","36,510.00","186.72","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"1038","CHEUNG KONG INFRASTRUCTURE HOLDING","Utilities","Equity","6,649,305.33","0.00","6,649,305.33","852,500.00","7.80","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"IGM","IGM FINANCIAL INC","Financials","Equity","6,546,986.08","0.00","6,546,986.08","143,334.00","45.68","Canada","Toronto Stock Exchange","CAD"
"EVK","EVONIK INDUSTRIES AG","Materials","Equity","6,533,837.48","0.00","6,533,837.48","423,926.00","15.41","Germany","Xetra","EUR"
"CEN","CONTACT ENERGY LTD","Utilities","Equity","6,527,461.48","0.00","6,527,461.48","1,225,701.00","5.33","New Zealand","New Zealand Exchange Ltd","NZD"
"RAND","RANDSTAD HOLDING","Industrials","Equity","6,463,797.42","0.00","6,463,797.42","173,682.00","37.22","Netherlands","Euronext Amsterdam","EUR"
"BALD B","FASTIGHETS BALDER CLASS B","Real Estate","Equity","6,465,211.99","0.00","6,465,211.99","838,125.00","7.71","Sweden","Nasdaq Omx Nordic","SEK"
"EDPR","EDP RENOVAVEIS SA","Utilities","Equity","6,470,565.29","0.00","6,470,565.29","439,749.00","14.71","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"U96","SEMBCORP INDUSTRIES LTD","Utilities","Equity","6,447,976.69","0.00","6,447,976.69","1,385,400.00","4.65","Singapore","Singapore Exchange","SGD"
"NTGY","NATURGY ENERGY GROUP SA","Utilities","Equity","6,416,654.51","0.00","6,416,654.51","215,654.00","29.75","Spain","Bolsa De Madrid","EUR"
"BKW","BKW N AG","Utilities","Equity","6,388,330.77","0.00","6,388,330.77","29,296.00","218.06","Switzerland","SIX Swiss Exchange","CHF"
"DHER","DELIVERY HERO","Consumer Discretionary","Equity","6,373,894.44","0.00","6,373,894.44","232,698.00","27.39","Germany","Xetra","EUR"
"4091","NIPPON SANSO HOLDINGS CORP","Materials","Equity","6,378,963.10","0.00","6,378,963.10","204,400.00","31.21","Japan","Tokyo Stock Exchange","JPY"
"4704","TREND MICRO INC","Information Technology","Equity","6,277,744.06","0.00","6,277,744.06","152,079.00","41.28","Japan","Tokyo Stock Exchange","JPY"
"7181","JAPAN POST INSURANCE LTD","Financials","Equity","6,238,847.82","0.00","6,238,847.82","195,700.00","31.88","Japan","Tokyo Stock Exchange","JPY"
"JDEP","JDE PEETS NV","Consumer Staples","Equity","5,982,170.77","0.00","5,982,170.77","161,397.00","37.07","Netherlands","Euronext Amsterdam","EUR"
"1997","WHARF REAL ESTATE INVESTMENT COMPA","Real Estate","Equity","5,927,243.83","0.00","5,927,243.83","1,944,590.00","3.05","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ICL","ICL GROUP LTD","Materials","Equity","5,929,254.81","0.00","5,929,254.81","1,055,585.00","5.62","Israel","Tel Aviv Stock Exchange","ILS"
"9143","SG HOLDINGS LTD","Industrials","Equity","5,935,500.87","0.00","5,935,500.87","639,200.00","9.29","Japan","Tokyo Stock Exchange","JPY"
"COV","COVIVIO SA","Real Estate","Equity","5,938,541.08","0.00","5,938,541.08","94,383.00","62.92","France","Nyse Euronext - Euronext Paris","EUR"
"CVC","CVC CAPITAL PARTNERS PLC","Financials","Equity","5,901,716.11","0.00","5,901,716.11","330,278.00","17.87","Netherlands","Euronext Amsterdam","EUR"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","5,772,266.40","0.00","5,772,266.40","151,552.00","38.09","Canada","Toronto Stock Exchange","CAD"
"GFC","GECINA SA","Real Estate","Equity","5,765,219.80","0.00","5,765,219.80","60,954.00","94.58","France","Nyse Euronext - Euronext Paris","EUR"
"DKK","DKK CASH","Cash and/or Derivatives","Cash","5,708,904.62","0.00","5,708,904.62","36,645,744.00","15.58","Denmark","-","DKK"
"DEMANT","DEMANT","Health Care","Equity","5,676,103.22","0.00","5,676,103.22","162,512.00","34.93","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"LATO B","LATOUR INVESTMENT CLASS B","Industrials","Equity","5,613,151.33","0.00","5,613,151.33","227,424.00","24.68","Sweden","Nasdaq Omx Nordic","SEK"
"RAA","RATIONAL AG","Industrials","Equity","5,602,301.10","0.00","5,602,301.10","6,995.00","800.90","Germany","Xetra","EUR"
"CPR","DAVIDE CAMPARI MILANO NV","Consumer Staples","Equity","5,560,981.95","0.00","5,560,981.95","830,794.00","6.69","Italy","Borsa Italiana","EUR"
"SDR","SCHRODERS PLC","Financials","Equity","5,537,640.02","0.00","5,537,640.02","987,762.00","5.61","United Kingdom","London Stock Exchange","GBP"
"HOLM B","HOLMEN CLASS B","Materials","Equity","5,254,051.91","0.00","5,254,051.91","137,853.00","38.11","Sweden","Nasdaq Omx Nordic","SEK"
"MEL","MERIDIAN ENERGY LTD","Utilities","Equity","5,239,034.57","0.00","5,239,034.57","1,614,696.00","3.24","New Zealand","New Zealand Exchange Ltd","NZD"
"7550","ZENSHO HOLDINGS LTD","Consumer Discretionary","Equity","5,241,873.63","0.00","5,241,873.63","94,600.00","55.41","Japan","Tokyo Stock Exchange","JPY"
"INPST","INPOST SA","Industrials","Equity","5,178,916.41","0.00","5,178,916.41","311,109.00","16.65","Netherlands","Euronext Amsterdam","EUR"
"ROCK B","ROCKWOOL CLASS B","Industrials","Equity","5,145,456.17","0.00","5,145,456.17","145,246.00","35.43","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"9023","TOKYO METRO LTD","Industrials","Equity","5,021,694.38","0.00","5,021,694.38","495,500.00","10.13","Japan","Tokyo Stock Exchange","JPY"
"SALM","SALMAR","Consumer Staples","Equity","4,993,432.24","0.00","4,993,432.24","86,993.00","57.40","Norway","Oslo Bors Asa","NOK"
"GRF","GRIFOLS SA CLASS A","Health Care","Equity","4,999,555.42","0.00","4,999,555.42","377,066.00","13.26","Spain","Bolsa De Madrid","EUR"
"BCVN","BC VAUD N","Financials","Equity","4,944,291.33","0.00","4,944,291.33","39,219.00","126.07","Switzerland","SIX Swiss Exchange","CHF"
"ADP","AEROPORTS DE PARIS SA","Industrials","Equity","4,927,963.81","0.00","4,927,963.81","36,431.00","135.27","France","Nyse Euronext - Euronext Paris","EUR"
"4768","OTSUKA CORP","Information Technology","Equity","4,817,472.76","0.00","4,817,472.76","237,972.00","20.24","Japan","Tokyo Stock Exchange","JPY"
"12","HENDERSON LAND DEVELOPMENT LTD","Real Estate","Equity","4,661,736.81","0.00","4,661,736.81","1,226,830.00","3.80","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"NOK","NOK CASH","Cash and/or Derivatives","Cash","4,550,258.33","0.00","4,550,258.33","45,938,270.00","9.91","Norway","-","NOK"
"3038","KOBE BUSSAN LTD","Consumer Staples","Equity","4,506,299.29","0.00","4,506,299.29","184,500.00","24.42","Japan","Tokyo Stock Exchange","JPY"
"4716","ORACLE JAPAN CORP","Information Technology","Equity","4,417,404.75","0.00","4,417,404.75","55,415.00","79.71","Japan","Tokyo Stock Exchange","JPY"
"2587","SUNTORY BEVERAGE & FOOD LTD","Consumer Staples","Equity","4,260,006.33","0.00","4,260,006.33","139,100.00","30.63","Japan","Tokyo Stock Exchange","JPY"
"LOTB","LOTUS BAKERIES NV","Consumer Staples","Equity","4,217,476.09","0.00","4,217,476.09","415.00","10,162.63","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"INW","INFRASTRUTTURE WIRELESS ITALIANE","Communication","Equity","4,152,667.50","0.00","4,152,667.50","460,591.00","9.02","Italy","Borsa Italiana","EUR"
"FDJU","FDJ UNITED","Consumer Discretionary","Equity","4,073,419.09","0.00","4,073,419.09","150,568.00","27.05","France","Nyse Euronext - Euronext Paris","EUR"
"HIK","HIKMA PHARMACEUTICALS PLC","Health Care","Equity","4,046,497.43","0.00","4,046,497.43","191,589.00","21.12","United Kingdom","London Stock Exchange","GBP"
"NEXI","NEXI","Financials","Equity","3,855,495.17","0.00","3,855,495.17","829,243.00","4.65","Italy","Borsa Italiana","EUR"
"HKD","HKD CASH","Cash and/or Derivatives","Cash","3,837,150.55","0.00","3,837,150.55","29,910,972.00","12.83","Hong Kong","-","HKD"
"ILS","ILS CASH","Cash and/or Derivatives","Cash","3,678,765.51","0.00","3,678,765.51","11,585,720.00","31.75","Israel","-","ILS"
"9202","ANA HOLDINGS INC","Industrials","Equity","3,569,759.81","0.00","3,569,759.81","182,387.00","19.57","Japan","Tokyo Stock Exchange","JPY"
"1308","SITC INTERNATIONAL HOLDINGS LTD","Industrials","Equity","3,446,534.36","0.00","3,446,534.36","972,000.00","3.55","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"4","WHARF (HOLDINGS) LTD","Real Estate","Equity","3,351,951.87","0.00","3,351,951.87","1,146,000.00","2.92","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"19","SWIRE PACIFIC LTD A","Industrials","Equity","3,351,986.02","0.00","3,351,986.02","394,401.00","8.50","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"JD.","JD SPORTS FASHION PLC","Consumer Discretionary","Equity","3,096,822.42","0.00","3,096,822.42","2,739,643.00","1.13","United Kingdom","London Stock Exchange","GBP"
"RED","REDEIA CORPORACION SA","Utilities","Equity","2,608,254.23","0.00","2,608,254.23","146,923.00","17.75","Spain","Bolsa De Madrid","EUR"
"3092","ZOZO INC","Consumer Discretionary","Equity","2,552,765.80","0.00","2,552,765.80","309,300.00","8.25","Japan","Tokyo Stock Exchange","JPY"
"BCE","BCE INC","Communication","Equity","2,496,933.93","0.00","2,496,933.93","105,027.00","23.77","Canada","Toronto Stock Exchange","CAD"
"SGD","SGD CASH","Cash and/or Derivatives","Cash","1,737,066.30","0.00","1,737,066.30","2,235,604.00","77.70","Singapore","-","SGD"
"NZD","NZD CASH","Cash and/or Derivatives","Cash","1,576,678.56","0.00","1,576,678.56","2,750,421.00","57.32","New Zealand","-","NZD"
"9201","JAPAN AIRLINES LTD","Industrials","Equity","915,007.14","0.00","915,007.14","48,281.00","18.95","Japan","Tokyo Stock Exchange","JPY"
"SEK","SEK CASH","Cash and/or Derivatives","Cash","725,889.89","0.00","725,889.89","6,684,974.00","10.86","Sweden","-","SEK"
"ETD_JPY","ETD JPY BALANCE WITH 06738C","Cash and/or Derivatives","Cash","0.01","0.00","0.01","1.00","0.63","Japan","-","JPY"
"GBP","GBP/USD","Cash and/or Derivatives","FX","-5,557.36","0.00","-5,557.36","2,403,700.00","1.00","United States","-","USD"
"CHF","CHF/USD","Cash and/or Derivatives","FX","-5,372.17","0.00","-5,372.17","1,325,232.00","1.00","United States","-","USD"
"GBP","GBP/USD","Cash and/or Derivatives","FX","-4,445.88","0.00","-4,445.88","1,922,960.00","1.00","United States","-","USD"
"CHF","CHF/USD","Cash and/or Derivatives","FX","-4,029.12","0.00","-4,029.12","993,924.00","1.00","United States","-","USD"
"AUD","AUD/USD","Cash and/or Derivatives","FX","-3,619.05","0.00","-3,619.05","2,052,779.00","1.00","United States","-","USD"
"GBP","GBP/USD","Cash and/or Derivatives","FX","-3,334.41","0.00","-3,334.41","1,442,220.00","1.00","United States","-","USD"
"AUD","AUD/USD","Cash and/or Derivatives","FX","-2,895.24","0.00","-2,895.24","1,642,223.00","1.00","United States","-","USD"
"AUD","AUD/USD","Cash and/or Derivatives","FX","-2,171.43","0.00","-2,171.43","1,231,668.00","1.00","United States","-","USD"
"DKK","DKK/USD","Cash and/or Derivatives","FX","-1,021.17","0.00","-1,021.17","2,854,971.00","1.00","United States","-","USD"
"DKK","DKK/USD","Cash and/or Derivatives","FX","-816.94","0.00","-816.94","2,283,977.00","1.00","United States","-","USD"
"DKK","DKK/USD","Cash and/or Derivatives","FX","-612.70","0.00","-612.70","1,712,983.00","1.00","United States","-","USD"
"SGD","SGD/USD","Cash and/or Derivatives","FX","-326.31","0.00","-326.31","256,380.00","1.00","United States","-","USD"
"SGD","SGD/USD","Cash and/or Derivatives","FX","-261.05","0.00","-261.05","205,104.00","1.00","United States","-","USD"
"SGD","SGD/USD","Cash and/or Derivatives","FX","-195.78","0.00","-195.78","153,828.00","1.00","United States","-","USD"
"HKD","HKD/USD","Cash and/or Derivatives","FX","-164.56","0.00","-164.56","2,707,180.00","1.00","United States","-","USD"
"NZD","NZD/USD","Cash and/or Derivatives","FX","-145.84","0.00","-145.84","65,544.00","1.00","United States","-","USD"
"HKD","HKD/USD","Cash and/or Derivatives","FX","-139.12","0.00","-139.12","2,288,784.00","1.00","United States","-","USD"
"NZD","NZD/USD","Cash and/or Derivatives","FX","-116.67","0.00","-116.67","52,435.00","1.00","United States","-","USD"
"HKD","HKD/USD","Cash and/or Derivatives","FX","-98.73","0.00","-98.73","1,624,308.00","1.00","United States","-","USD"
"NZD","NZD/USD","Cash and/or Derivatives","FX","-87.50","0.00","-87.50","39,326.00","1.00","United States","-","USD"
"NOK","NOK/USD","Cash and/or Derivatives","FX","0.82","0.00","0.82","782,435.00","1.00","United States","-","USD"
"NOK","NOK/USD","Cash and/or Derivatives","FX","1.10","0.00","1.10","1,043,247.00","1.00","United States","-","USD"
"NOK","NOK/USD","Cash and/or Derivatives","FX","1.37","0.00","1.37","1,304,059.00","1.00","United States","-","USD"
"SEK","SEK/USD","Cash and/or Derivatives","FX","393.03","0.00","393.03","3,987,042.00","1.00","United States","-","USD"
"SEK","SEK/USD","Cash and/or Derivatives","FX","524.05","0.00","524.05","5,316,056.00","1.00","United States","-","USD"
"SEK","SEK/USD","Cash and/or Derivatives","FX","655.06","0.00","655.06","6,645,070.00","1.00","United States","-","USD"
"2299955D","CONSTELLATION SOFTWARE INC","Information Technology","Equity","0.14","0.00","0.14","20,091.00","0.00","Canada","Toronto Stock Exchange","CAD"
"Z H6","FTSE 100 INDEX MAR 26","Cash and/or Derivatives","Futures","0.00","0.00","49,519,820.26","364.00","13,604.34","-","IFLL","GBP"
"TPH6","TOPIX INDEX MAR 26","Cash and/or Derivatives","Futures","0.00","0.00","53,848,139.35","241.00","22.34","-","Osaka Securities Exchange","JPY"
"VGH6","EURO STOXX 50 MAR 26","Cash and/or Derivatives","Futures","0.00","0.00","60,187,695.12","860.00","6,998.59","European Union","Eurex Deutschland","EUR"
"ESH6","S&P500 EMINI MAR 26","Cash and/or Derivatives","Futures","0.00","0.00","440,964,750.00","1,259.00","7,005.00","-","Index And Options Market","USD"
"JPY","JPY/USD","Cash and/or Derivatives","FX","-18,561.02","0.00","-18,561.02","448,771,440.00","1.00","United States","-","USD"
"EUR","EUR/USD","Cash and/or Derivatives","FX","-17,590.18","0.00","-17,590.18","6,736,952.00","1.00","United States","-","USD"
"EUR","EUR/USD","Cash and/or Derivatives","FX","-14,072.15","0.00","-14,072.15","5,389,562.00","1.00","United States","-","USD"
"EUR","EUR/USD","Cash and/or Derivatives","FX","-10,554.11","0.00","-10,554.11","4,042,171.00","1.00","United States","-","USD"
"CHF","CHF/USD","Cash and/or Derivatives","FX","-6,715.21","0.00","-6,715.21","1,656,540.00","1.00","United States","-","USD"
"JPY","JPY/USD","Cash and/or Derivatives","FX","-30,935.04","0.00","-30,935.04","747,952,400.00","1.00","United States","-","USD"
"JPY","JPY/USD","Cash and/or Derivatives","FX","-24,748.03","0.00","-24,748.03","598,361,920.00","1.00","United States","-","USD"
"CHF","CHF CASH","Cash and/or Derivatives","Cash","-2,738,251.16","0.00","-2,738,251.16","-2,193,750.00","124.82","Switzerland","-","CHF"
 
